Feature,Coefficient,Model
Cytoplasm_Intensity_MassDisplacement_PM,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensityEdge_ER,0.08190154273688023,localhost240927120001
Cytoplasm_Intensity_MaxIntensityEdge_Hoechst,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensityEdge_Mitochondria,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensityEdge_PM,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensity_Actin,0.3160259587583795,localhost240927120001
Cytoplasm_Intensity_MaxIntensity_ER,0.057311507444375236,localhost240927120001
Cytoplasm_Intensity_MaxIntensity_Hoechst,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensity_Mitochondria,0.0,localhost240927120001
Cytoplasm_Intensity_MaxIntensity_PM,0.0,localhost240927120001
Cytoplasm_Intensity_MedianIntensity_ER,0.0,localhost240927120001
Cytoplasm_Intensity_MedianIntensity_Hoechst,0.0,localhost240927120001
Cytoplasm_Intensity_MinIntensityEdge_Actin,0.6678911944095403,localhost240927120001
Cytoplasm_Intensity_StdIntensityEdge_ER,0.0,localhost240927120001
Cytoplasm_Intensity_StdIntensityEdge_Mitochondria,0.0,localhost240927120001
Cytoplasm_Intensity_StdIntensityEdge_PM,0.0,localhost240927120001
Cytoplasm_Intensity_StdIntensity_Actin,0.3290369343405444,localhost240927120001
Cytoplasm_Intensity_StdIntensity_Hoechst,0.0,localhost240927120001
Cytoplasm_Intensity_UpperQuartileIntensity_ER,0.08789375032406849,localhost240927120001
Cytoplasm_Intensity_UpperQuartileIntensity_Hoechst,0.0,localhost240927120001
Cytoplasm_Location_MaxIntensity_Y_Actin,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Actin_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Actin_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Actin_3of4,-0.01763159325569583,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Actin_4of4,0.012278738544539935,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_ER_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_ER_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Hoechst_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Hoechst_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_PM_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_FracAtD_PM_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Actin_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Actin_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Actin_3of4,-0.006990464965383066,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Actin_4of4,0.04300154407371599,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_ER_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_1of4,0.03677369098310776,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Actin_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Actin_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Actin_4of4,-0.0676805316679965,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_ER_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_ER_2of4,-0.1078301648582891,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_ER_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Hoechst_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_PM_1of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_PM_2of4,-0.1120547238848961,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_PM_3of4,0.0,localhost240927120001
Cytoplasm_RadialDistribution_RadialCV_PM_4of4,0.0,localhost240927120001
Cytoplasm_Texture_AngularSecondMoment_ER_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_AngularSecondMoment_Hoechst_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_AngularSecondMoment_PM_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_ER_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_Hoechst_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_Mitochondria_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_Mitochondria_3_01_256,0.02385850830090512,localhost240927120001
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_Mitochondria_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_Contrast_PM_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_ER_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_ER_3_01_256,0.0327634684698934,localhost240927120001
Cytoplasm_Texture_Correlation_ER_3_02_256,0.05448063390103264,localhost240927120001
Cytoplasm_Texture_Correlation_ER_3_03_256,0.05740834314271148,localhost240927120001
Cytoplasm_Texture_Correlation_Hoechst_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Hoechst_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Hoechst_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Mitochondria_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_Mitochondria_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_PM_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_PM_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_PM_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_Correlation_PM_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceEntropy_ER_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceVariance_Actin_3_03_256,-0.13717741349442897,localhost240927120001
Cytoplasm_Texture_DifferenceVariance_ER_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_DifferenceVariance_PM_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_Entropy_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_00_256,0.0028382580267336723,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_PM_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_PM_3_01_256,0.03465631181933303,localhost240927120001
Cytoplasm_Texture_InfoMeas1_PM_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas1_PM_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_ER_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_ER_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_ER_3_03_256,0.003744328439830686,localhost240927120001
Cytoplasm_Texture_InfoMeas2_Hoechst_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_PM_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_PM_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_PM_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InfoMeas2_PM_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,-0.009758612562038164,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_00_256,-0.09080558870936979,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_01_256,-0.14871357097588037,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_SumAverage_ER_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_SumAverage_Hoechst_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_SumEntropy_ER_3_02_256,0.0,localhost240927120001
Cytoplasm_Texture_SumEntropy_PM_3_01_256,0.05122755940773563,localhost240927120001
Cytoplasm_Texture_SumVariance_ER_3_03_256,0.0,localhost240927120001
Cytoplasm_Texture_SumVariance_Hoechst_3_00_256,0.0,localhost240927120001
Cytoplasm_Texture_SumVariance_Mitochondria_3_01_256,0.0,localhost240927120001
Cytoplasm_Texture_SumVariance_PM_3_03_256,0.0,localhost240927120001
Cells_AreaShape_BoundingBoxArea,0.0,localhost240927120001
Cells_AreaShape_Compactness,0.0,localhost240927120001
Cells_AreaShape_Eccentricity,0.0,localhost240927120001
Cells_AreaShape_Extent,-0.11250328409848169,localhost240927120001
Cells_AreaShape_FormFactor,-0.024141049996099787,localhost240927120001
Cells_AreaShape_MedianRadius,0.0,localhost240927120001
Cells_AreaShape_Perimeter,0.0,localhost240927120001
Cells_AreaShape_Solidity,0.0,localhost240927120001
Cells_AreaShape_Zernike_0_0,-0.002905790514061056,localhost240927120001
Cells_AreaShape_Zernike_1_1,0.0,localhost240927120001
Cells_AreaShape_Zernike_2_0,0.0,localhost240927120001
Cells_AreaShape_Zernike_2_2,0.0,localhost240927120001
Cells_AreaShape_Zernike_3_1,0.0,localhost240927120001
Cells_AreaShape_Zernike_3_3,-0.1448543124912971,localhost240927120001
Cells_AreaShape_Zernike_4_0,0.11350059850776681,localhost240927120001
Cells_AreaShape_Zernike_4_2,0.0,localhost240927120001
Cells_AreaShape_Zernike_4_4,0.0,localhost240927120001
Cells_AreaShape_Zernike_5_1,0.0,localhost240927120001
Cells_AreaShape_Zernike_5_3,-0.08086071125081493,localhost240927120001
Cells_AreaShape_Zernike_5_5,0.0,localhost240927120001
Cells_AreaShape_Zernike_6_0,0.0,localhost240927120001
Cells_AreaShape_Zernike_6_2,0.0,localhost240927120001
Cells_AreaShape_Zernike_6_6,0.0,localhost240927120001
Cells_AreaShape_Zernike_7_1,0.0,localhost240927120001
Cells_AreaShape_Zernike_7_3,0.0,localhost240927120001
Cells_AreaShape_Zernike_7_5,0.0,localhost240927120001
Cells_AreaShape_Zernike_7_7,0.0,localhost240927120001
Cells_AreaShape_Zernike_8_0,0.0,localhost240927120001
Cells_AreaShape_Zernike_8_2,0.0,localhost240927120001
Cells_AreaShape_Zernike_8_4,0.0,localhost240927120001
Cells_AreaShape_Zernike_9_1,0.0,localhost240927120001
Cells_AreaShape_Zernike_9_3,0.0,localhost240927120001
Cells_AreaShape_Zernike_9_9,0.0,localhost240927120001
Cells_Correlation_Correlation_Actin_Hoechst,0.0,localhost240927120001
Cells_Correlation_Correlation_Actin_Mitochondria,-0.046054070872645146,localhost240927120001
Cells_Correlation_Correlation_ER_Hoechst,0.0,localhost240927120001
Cells_Correlation_Correlation_ER_PM,-0.08026809732045763,localhost240927120001
Cells_Correlation_Correlation_Hoechst_Mitochondria,0.0,localhost240927120001
Cells_Correlation_Correlation_Hoechst_PM,0.0,localhost240927120001
Cells_Correlation_Correlation_Mitochondria_PM,0.0,localhost240927120001
Cells_Correlation_K_ER_Hoechst,0.0,localhost240927120001
Cells_Correlation_K_ER_Mitochondria,-0.07653429861899898,localhost240927120001
Cells_Correlation_K_ER_PM,0.0,localhost240927120001
Cells_Correlation_K_Hoechst_ER,0.0,localhost240927120001
Cells_Correlation_K_Mitochondria_ER,0.0,localhost240927120001
Cells_Correlation_K_Mitochondria_PM,0.0,localhost240927120001
Cells_Correlation_K_PM_ER,0.0,localhost240927120001
Cells_Correlation_K_PM_Mitochondria,0.0,localhost240927120001
Cells_Correlation_Manders_Hoechst_Actin,0.0,localhost240927120001
Cells_Correlation_Manders_Mitochondria_ER,0.0,localhost240927120001
Cells_Correlation_Overlap_ER_Hoechst,0.0,localhost240927120001
Cells_Correlation_Overlap_ER_PM,-0.0580339782135494,localhost240927120001
Cells_Correlation_Overlap_Hoechst_PM,0.0,localhost240927120001
Cells_Correlation_Overlap_Mitochondria_PM,0.0,localhost240927120001
Cells_Correlation_RWC_Actin_PM,0.0,localhost240927120001
Cells_Correlation_RWC_ER_Hoechst,0.0,localhost240927120001
Cells_Correlation_RWC_Hoechst_ER,0.0,localhost240927120001
Cells_Correlation_RWC_Hoechst_Mitochondria,0.0,localhost240927120001
Cells_Correlation_RWC_Hoechst_PM,0.16082968051988958,localhost240927120001
Cells_Correlation_RWC_Mitochondria_Hoechst,0.0,localhost240927120001
Cells_Correlation_RWC_PM_ER,0.0,localhost240927120001
Cells_Correlation_RWC_PM_Hoechst,0.0,localhost240927120001
Cells_Correlation_RWC_PM_Mitochondria,0.0,localhost240927120001
Cells_Granularity_1_Actin,0.017762092799252015,localhost240927120001
Cells_Granularity_1_ER,0.0,localhost240927120001
Cells_Granularity_1_Hoechst,0.0,localhost240927120001
Cells_Granularity_2_PM,-0.022109046997773243,localhost240927120001
Cells_Intensity_IntegratedIntensityEdge_Actin,0.2541537964896245,localhost240927120001
Cells_Intensity_IntegratedIntensityEdge_ER,0.0302274494404528,localhost240927120001
Cells_Intensity_IntegratedIntensityEdge_Hoechst,0.0,localhost240927120001
Cells_Intensity_IntegratedIntensityEdge_Mitochondria,0.0,localhost240927120001
Cells_Intensity_IntegratedIntensityEdge_PM,0.0,localhost240927120001
Cells_Intensity_IntegratedIntensity_Actin,0.03256078128099936,localhost240927120001
Cells_Intensity_IntegratedIntensity_Hoechst,0.0,localhost240927120001
Cells_Intensity_MADIntensity_Actin,0.23420584981314843,localhost240927120001
Cells_Intensity_MassDisplacement_Hoechst,0.0,localhost240927120001
Cells_Intensity_MaxIntensityEdge_Actin,0.1455617634322997,localhost240927120001
Cells_Intensity_MaxIntensityEdge_ER,0.0,localhost240927120001
Cells_Intensity_MaxIntensityEdge_Mitochondria,0.0,localhost240927120001
Cells_Intensity_MaxIntensityEdge_PM,0.0,localhost240927120001
Cells_Intensity_MaxIntensity_Hoechst,0.0,localhost240927120001
Cells_Intensity_MeanIntensityEdge_ER,0.0,localhost240927120001
Cells_Intensity_MeanIntensityEdge_Hoechst,-0.03166554583432071,localhost240927120001
Cells_Intensity_MeanIntensityEdge_Mitochondria,-0.27246397029159336,localhost240927120001
Cells_Intensity_MeanIntensityEdge_PM,0.0,localhost240927120001
Cells_Intensity_MeanIntensity_Hoechst,0.0,localhost240927120001
Cells_Intensity_MinIntensityEdge_Hoechst,0.0,localhost240927120001
Cells_Intensity_MinIntensity_Actin,0.14545007569436094,localhost240927120001
Cells_Intensity_StdIntensityEdge_Actin,0.0,localhost240927120001
Cells_Intensity_StdIntensityEdge_ER,0.0,localhost240927120001
Cells_Intensity_StdIntensityEdge_Mitochondria,0.0,localhost240927120001
Cells_Intensity_StdIntensityEdge_PM,0.0,localhost240927120001
Cells_Intensity_UpperQuartileIntensity_Hoechst,0.0,localhost240927120001
Cells_Neighbors_AngleBetweenNeighbors_Adjacent,0.0,localhost240927120001
Cells_Neighbors_PercentTouching_Adjacent,-0.4410274496863886,localhost240927120001
Cells_Neighbors_SecondClosestDistance_Adjacent,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_Actin_1of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_Actin_2of4,-0.01504204737234188,localhost240927120001
Cells_RadialDistribution_FracAtD_Actin_3of4,-0.022990463591388306,localhost240927120001
Cells_RadialDistribution_FracAtD_Actin_4of4,0.030880562771522423,localhost240927120001
Cells_RadialDistribution_FracAtD_Hoechst_1of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_Hoechst_2of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_Hoechst_3of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_PM_1of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_PM_2of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_PM_3of4,0.0,localhost240927120001
Cells_RadialDistribution_FracAtD_PM_4of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Actin_1of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Actin_2of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Actin_3of4,-0.07542032538860682,localhost240927120001
Cells_RadialDistribution_MeanFrac_Actin_4of4,0.08661564786985354,localhost240927120001
Cells_RadialDistribution_MeanFrac_ER_1of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Hoechst_4of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_Mitochondria_1of4,0.004681207612728501,localhost240927120001
Cells_RadialDistribution_MeanFrac_PM_1of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_PM_2of4,0.0,localhost240927120001
Cells_RadialDistribution_MeanFrac_PM_4of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Actin_1of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Actin_2of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Actin_3of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Actin_4of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_ER_1of4,-0.00023491407412733282,localhost240927120001
Cells_RadialDistribution_RadialCV_ER_2of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_ER_3of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_ER_4of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Hoechst_1of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Hoechst_2of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Hoechst_3of4,0.0,localhost240927120001
