WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
E,7,E07,19,Failing,Dilated_Cardiomyopathy,UCD-0159280
E,8,E08,19,Failing,Dilated_Cardiomyopathy,UCD-0159286
E,9,E09,19,Failing,Dilated_Cardiomyopathy,UCD-0018131
E,10,E10,19,Failing,Dilated_Cardiomyopathy,UCD-0001024
E,11,E11,19,Failing,Dilated_Cardiomyopathy,UCD-0001829
E,12,E12,19,Failing,Dilated_Cardiomyopathy,DMSO
F,1,F01,7,Healthy,NA,DMSO
F,2,F02,19,Failing,Dilated_Cardiomyopathy,UCD-0159259
F,3,F03,19,Failing,Dilated_Cardiomyopathy,UCD-0001842
F,4,F04,19,Failing,Dilated_Cardiomyopathy,UCD-0159266
F,5,F05,19,Failing,Dilated_Cardiomyopathy,UCD-0001812
F,6,F06,19,Failing,Dilated_Cardiomyopathy,UCD-0159276
F,7,F07,19,Failing,Dilated_Cardiomyopathy,UCD-0159281
F,8,F08,19,Failing,Dilated_Cardiomyopathy,UCD-0159287
F,9,F09,19,Failing,Dilated_Cardiomyopathy,UCD-0000849
F,10,F10,19,Failing,Dilated_Cardiomyopathy,UCD-0159291
F,11,F11,19,Failing,Dilated_Cardiomyopathy,UCD-0000421
F,12,F12,19,Failing,Dilated_Cardiomyopathy,DMSO
G,1,G01,7,Healthy,NA,DMSO
G,2,G02,19,Failing,Dilated_Cardiomyopathy,UCD-0017947
G,3,G03,19,Failing,Dilated_Cardiomyopathy,UCD-0001816
G,4,G04,19,Failing,Dilated_Cardiomyopathy,UCD-0159267
G,5,G05,19,Failing,Dilated_Cardiomyopathy,UCD-0001802
G,6,G06,19,Failing,Dilated_Cardiomyopathy,UCD-0159277
G,7,G07,19,Failing,Dilated_Cardiomyopathy,UCD-0159282
G,8,G08,19,Failing,Dilated_Cardiomyopathy,UCD-0159288
G,9,G09,19,Failing,Dilated_Cardiomyopathy,UCD-0018089
G,10,G10,19,Failing,Dilated_Cardiomyopathy,UCD-0159292
G,11,G11,19,Failing,Dilated_Cardiomyopathy,UCD-0159294
G,12,G12,19,Failing,Dilated_Cardiomyopathy,DMSO
H,1,H01,7,Healthy,NA,DMSO
H,2,H02,19,Failing,Dilated_Cardiomyopathy,UCD-0159260
H,3,H03,19,Failing,Dilated_Cardiomyopathy,UCD-0001850
H,4,H04,19,Failing,Dilated_Cardiomyopathy,UCD-0159268
H,5,H05,19,Failing,Dilated_Cardiomyopathy,UCD-0159272
H,6,H06,19,Failing,Dilated_Cardiomyopathy,UCD-0159278
H,7,H07,19,Failing,Dilated_Cardiomyopathy,UCD-0001733
H,8,H08,19,Failing,Dilated_Cardiomyopathy,UCD-0001086
H,9,H09,19,Failing,Dilated_Cardiomyopathy,UCD-0000786
H,10,H10,19,Failing,Dilated_Cardiomyopathy,UCD-0001101
H,11,H11,19,Failing,Dilated_Cardiomyopathy,UCD-0159295
H,12,H12,19,Failing,Dilated_Cardiomyopathy,DMSO
