WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
E,6,E06,19,Failing,Dilated_Cardiomyopathy,UCD-0159478
E,7,E07,19,Failing,Dilated_Cardiomyopathy,UCD-0159486
E,8,E08,19,Failing,Dilated_Cardiomyopathy,UCD-0159494
E,9,E09,19,Failing,Dilated_Cardiomyopathy,UCD-0159502
E,10,E10,19,Failing,Dilated_Cardiomyopathy,UCD-0159510
E,11,E11,19,Failing,Dilated_Cardiomyopathy,UCD-0159518
E,12,E12,19,Failing,Dilated_Cardiomyopathy,DMSO
F,1,F01,7,Healthy,NA,DMSO
F,2,F02,19,Failing,Dilated_Cardiomyopathy,UCD-0159448
F,3,F03,19,Failing,Dilated_Cardiomyopathy,UCD-0159456
F,4,F04,19,Failing,Dilated_Cardiomyopathy,UCD-0159463
F,5,F05,19,Failing,Dilated_Cardiomyopathy,UCD-0159471
F,6,F06,19,Failing,Dilated_Cardiomyopathy,UCD-0159479
F,7,F07,19,Failing,Dilated_Cardiomyopathy,UCD-0159487
F,8,F08,19,Failing,Dilated_Cardiomyopathy,UCD-0159495
F,9,F09,19,Failing,Dilated_Cardiomyopathy,UCD-0159503
F,10,F10,19,Failing,Dilated_Cardiomyopathy,UCD-0159511
F,11,F11,19,Failing,Dilated_Cardiomyopathy,UCD-0159519
F,12,F12,19,Failing,Dilated_Cardiomyopathy,DMSO
G,1,G01,7,Healthy,NA,DMSO
G,2,G02,19,Failing,Dilated_Cardiomyopathy,UCD-0159449
G,3,G03,19,Failing,Dilated_Cardiomyopathy,UCD-0001927
G,4,G04,19,Failing,Dilated_Cardiomyopathy,UCD-0159464
G,5,G05,19,Failing,Dilated_Cardiomyopathy,UCD-0159472
G,6,G06,19,Failing,Dilated_Cardiomyopathy,UCD-0159480
G,7,G07,19,Failing,Dilated_Cardiomyopathy,UCD-0159488
G,8,G08,19,Failing,Dilated_Cardiomyopathy,UCD-0159496
G,9,G09,19,Failing,Dilated_Cardiomyopathy,UCD-0159504
G,10,G10,19,Failing,Dilated_Cardiomyopathy,UCD-0159512
G,11,G11,19,Failing,Dilated_Cardiomyopathy,UCD-0159520
G,12,G12,19,Failing,Dilated_Cardiomyopathy,DMSO
H,1,H01,7,Healthy,NA,DMSO
H,2,H02,19,Failing,Dilated_Cardiomyopathy,UCD-0159450
H,3,H03,19,Failing,Dilated_Cardiomyopathy,UCD-0159457
H,4,H04,19,Failing,Dilated_Cardiomyopathy,UCD-0159465
H,5,H05,19,Failing,Dilated_Cardiomyopathy,UCD-0159473
H,6,H06,19,Failing,Dilated_Cardiomyopathy,UCD-0159481
H,7,H07,19,Failing,Dilated_Cardiomyopathy,UCD-0159489
H,8,H08,19,Failing,Dilated_Cardiomyopathy,UCD-0159497
H,9,H09,19,Failing,Dilated_Cardiomyopathy,UCD-0159505
H,10,H10,19,Failing,Dilated_Cardiomyopathy,UCD-0159513
H,11,H11,19,Failing,Dilated_Cardiomyopathy,UCD-0159521
H,12,H12,19,Failing,Dilated_Cardiomyopathy,DMSO
