WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
D,11,D11,19,Failing,Dilated_Cardiomyopathy,UCD-0159594
D,12,D12,19,Failing,Dilated_Cardiomyopathy,DMSO
E,1,E01,7,Healthy,NA,DMSO
E,2,E02,19,Failing,Dilated_Cardiomyopathy,UCD-0159526
E,3,E03,19,Failing,Dilated_Cardiomyopathy,UCD-0159533
E,4,E04,19,Failing,Dilated_Cardiomyopathy,UCD-0159541
E,5,E05,19,Failing,Dilated_Cardiomyopathy,UCD-0159514B
E,6,E06,19,Failing,Dilated_Cardiomyopathy,UCD-0159556
E,7,E07,19,Failing,Dilated_Cardiomyopathy,UCD-0159564
E,8,E08,19,Failing,Dilated_Cardiomyopathy,UCD-0159572
E,9,E09,19,Failing,Dilated_Cardiomyopathy,UCD-0159580
E,10,E10,19,Failing,Dilated_Cardiomyopathy,UCD-0159588
E,11,E11,19,Failing,Dilated_Cardiomyopathy,UCD-0159595
E,12,E12,19,Failing,Dilated_Cardiomyopathy,DMSO
F,1,F01,7,Healthy,NA,DMSO
F,2,F02,19,Failing,Dilated_Cardiomyopathy,UCD-0159527
F,3,F03,19,Failing,Dilated_Cardiomyopathy,UCD-0159534
F,4,F04,19,Failing,Dilated_Cardiomyopathy,UCD-0159542
F,5,F05,19,Failing,Dilated_Cardiomyopathy,UCD-0159549
F,6,F06,19,Failing,Dilated_Cardiomyopathy,UCD-0159557
F,7,F07,19,Failing,Dilated_Cardiomyopathy,UCD-0159565
F,8,F08,19,Failing,Dilated_Cardiomyopathy,UCD-0159573
F,9,F09,19,Failing,Dilated_Cardiomyopathy,UCD-0159581
F,10,F10,19,Failing,Dilated_Cardiomyopathy,UCD-0159589
F,11,F11,19,Failing,Dilated_Cardiomyopathy,UCD-0001944
F,12,F12,19,Failing,Dilated_Cardiomyopathy,DMSO
G,1,G01,7,Healthy,NA,DMSO
G,2,G02,19,Failing,Dilated_Cardiomyopathy,UCD-0159665
G,3,G03,19,Failing,Dilated_Cardiomyopathy,UCD-0159535
G,4,G04,19,Failing,Dilated_Cardiomyopathy,UCD-0159543
G,5,G05,19,Failing,Dilated_Cardiomyopathy,UCD-0159550
G,6,G06,19,Failing,Dilated_Cardiomyopathy,UCD-0159558
G,7,G07,19,Failing,Dilated_Cardiomyopathy,UCD-0159566
G,8,G08,19,Failing,Dilated_Cardiomyopathy,UCD-0159574
G,9,G09,19,Failing,Dilated_Cardiomyopathy,UCD-0159582
G,10,G10,19,Failing,Dilated_Cardiomyopathy,UCD-0159253
G,11,G11,19,Failing,Dilated_Cardiomyopathy,UCD-0159596
G,12,G12,19,Failing,Dilated_Cardiomyopathy,DMSO
H,1,H01,7,Healthy,NA,DMSO
H,2,H02,19,Failing,Dilated_Cardiomyopathy,UCD-0159528
H,3,H03,19,Failing,Dilated_Cardiomyopathy,UCD-0159536
H,4,H04,19,Failing,Dilated_Cardiomyopathy,UCD-0159544
H,5,H05,19,Failing,Dilated_Cardiomyopathy,UCD-0159551
H,6,H06,19,Failing,Dilated_Cardiomyopathy,UCD-0159559
H,7,H07,19,Failing,Dilated_Cardiomyopathy,UCD-0159567
H,8,H08,19,Failing,Dilated_Cardiomyopathy,UCD-0159575
H,9,H09,19,Failing,Dilated_Cardiomyopathy,UCD-0159583
H,10,H10,19,Failing,Dilated_Cardiomyopathy,UCD-0159590
H,11,H11,19,Failing,Dilated_Cardiomyopathy,UCD-0159597
H,12,H12,19,Failing,Dilated_Cardiomyopathy,DMSO
